record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
6169,19/05/05,8095,216903,17.5411,20.4,1,0,4
6170,24/11/24,8107,216523,9.3569,8.78,0,0,8
6171,19/08/25,8098,216117,5.3063,5.01,0,0,1
6172,21/05/16,8094,216599,25.0054,24.52,0,0,5
6173,22/03/27,8099,216855,17.5714,16.69,0,0,6
6174,25/05/25,8090,216208,6.2356,6.05,0,0,9
6175,19/03/31,8043,217432,174.9883,163.51,0,0,0
6176,26/03/29,8199,216480,25.9033,26.88,0,0,4
6177,24/07/21,8186,216922,123.1774,119.3,0,0,0
6178,25/10/19,8127,217665,29.7912,28.15,0,0,1
6179,18/06/24,8022,216328,6.6891,6.59,0,1,7
6180,24/11/17,8189,217206,25.8839,25.12,0,0,1
6181,18/06/03,8022,217977,202.6777,188.21,0,0,0
6182,22/08/21,8185,216416,5.5974,5.16,0,0,6
6183,17/05/21,8054,217106,175.4883,195.41,1,0,0
6184,20/04/05,8160,216253,85.4047,73.58,0,0,2
6185,17/04/09,8076,216944,323.9417,294.68,0,0,1
6186,21/01/10,8062,216004,217.6052,212.8,0,0,1
6187,18/08/19,8102,216302,166.715,175.43,0,0,0
6188,19/11/03,8059,216979,6.5898,5.83,0,0,2
6189,24/02/11,8188,217559,17.8997,15.75,0,0,5
6190,26/03/08,8079,217656,24.3754,23.19,0,0,2
6191,19/11/17,8188,216606,96.849,87.77,0,0,0
6192,19/09/08,8094,217451,72.546,71.18,0,0,1
6193,18/04/22,8068,216963,10.39,10.1,0,0,7
6194,21/12/19,8113,216735,114.0798,102.14,0,0,0
6195,24/02/04,8103,217774,9.9296,9.46,0,0,5
6196,25/01/05,8107,217250,36.1594,32.4,1,0,4
6197,18/12/02,8088,217677,60.4784,53.46,0,0,1
6198,21/08/22,8020,217955,180.1764,176.67,0,0,0
6199,26/10/18,8130,217586,64.9934,66.31,0,0,1
6200,18/10/21,8175,216389,272.9361,249.36,0,0,0
6201,21/04/25,8009,217680,307.1949,293.31,0,0,1
6202,26/11/29,8086,216849,44.7932,40.15,0,0,0
6203,21/01/31,8169,217863,6.4434,6.17,0,0,5
6204,18/04/08,8193,216818,6.1041,5.61,0,0,14
6205,24/07/28,8090,217587,163.4217,166.13,0,0,0
6206,17/03/19,8173,216011,40.5459,38.71,0,0,2
6207,21/07/11,8136,216336,20.3521,22.45,0,0,4
6208,24/08/18,8122,216606,16.334,16.02,0,0,6
6209,24/10/13,8176,217906,17.611,15.85,0,0,1
6210,26/03/08,8003,216128,6.0628,6.74,1,0,32
6211,21/03/28,8187,216010,17.7103,17.29,0,1,9
6212,19/12/22,8089,216489,64.6425,70.07,0,1,1
6213,25/03/09,8095,216271,23.2908,24.21,0,0,3
6214,20/01/05,8028,217380,227.2968,242.29,0,0,0
6215,24/12/15,8085,216880,75.6791,77.1,0,0,1
6216,23/03/26,8046,217115,181.2436,171.89,0,0,0
6217,24/02/04,8076,216008,8.835,7.98,0,0,6
6218,23/07/30,8086,216886,31.2724,31.63,0,0,1
6219,22/01/02,8190,217146,5.4863,5.92,0,0,6
6220,22/05/29,8030,216775,215.8271,195.18,0,0,1
6221,21/05/16,8050,216280,8.7557,9.12,0,0,7
6222,22/05/08,8168,216457,132.1842,135.25,0,0,0
6223,22/07/17,8035,216935,228.9922,219.61,0,0,0
6224,17/11/19,8167,216450,33.2199,30.53,0,0,1
6225,21/01/31,8094,217654,20.5513,24.62,1,0,5
6226,17/06/11,8187,217430,55.1339,58.35,0,0,1
6227,23/02/19,8014,217725,105.6484,103.61,1,0,1
6228,22/03/27,8077,216790,76.1556,70.3,0,0,1
6229,22/12/25,8157,216811,5.2757,5.02,0,0,16
6230,23/12/10,8157,216055,128.3199,124.88,0,0,0
6231,24/04/07,8154,216707,8.3282,9.14,1,0,13
6232,25/12/28,8039,216378,30.8408,31.52,0,0,0
6233,19/03/17,8044,217525,15.1327,15.89,0,0,1
6234,17/10/15,8174,217009,240.2854,223.32,0,0,0
6235,24/03/31,8089,216022,38.7917,39.07,0,0,2
6236,20/12/06,8055,217800,43.0395,42.41,0,0,0
6237,25/11/30,8053,217268,7.2615,6.83,0,0,3
6238,22/05/08,8084,216771,207.2621,197.07,0,0,0
6239,19/03/31,8008,217441,14.1487,13.3,0,0,4
6240,21/07/11,8117,216230,27.1252,27.23,0,0,2
6241,22/11/27,8064,216209,281.9666,282.47,0,0,0
6242,25/09/21,8107,217185,7.2992,7.97,1,0,6
6243,26/02/01,8197,217400,89.1013,94.76,0,0,1
6244,18/11/25,8128,216865,14.6182,14.51,0,1,4
6245,21/12/26,8140,217193,28.3998,27.89,0,0,1
6246,22/10/30,8037,216898,27.2028,27.71,0,0,5
6247,23/10/08,8172,217362,234.0733,227.31,0,0,0
6248,22/06/19,8104,217825,5.3907,5.22,0,1,18
6249,23/04/09,8039,217497,22.3152,22.49,0,0,4
6250,18/12/16,8142,217250,177.4657,163.95,0,0,0
6251,18/03/11,8177,216872,202.7712,207.97,0,0,0
6252,22/05/22,8129,216362,18.9961,17.89,0,0,2
6253,25/06/08,8180,217502,13.5776,13.46,0,0,2
6254,22/08/07,8153,217578,36.3909,33.05,0,0,0
6255,17/02/12,8193,216474,110.4293,105.97,0,0,2
6256,18/09/30,8074,216194,9.5199,9.39,0,0,2
6257,20/08/16,8032,216932,118.0725,124.13,0,0,1
6258,26/02/08,8084,217035,42.2535,40.79,0,0,0
6259,26/10/11,8058,217518,8.9372,8.9,0,0,1
6260,25/11/02,8094,216783,61.2076,78.25,1,0,1
6261,17/12/31,8025,217085,64.5076,65.46,0,0,3
6262,26/04/19,8102,216528,67.4029,63.92,0,0,2
6263,26/05/17,8020,216270,113.3409,109.92,0,0,0
6264,23/12/17,8176,216537,10.4718,10.5,0,0,4
6265,19/02/17,8079,217580,100.4195,86.94,0,0,1
6266,24/10/27,8070,217921,200.6299,189.11,0,0,1
6267,17/02/12,8198,216656,49.203,43.85,0,0,0
6268,20/10/04,8065,216064,37.9656,36.58,0,0,1
6269,24/01/07,8036,216861,133.2759,131.09,0,0,0
6270,21/10/10,8013,217503,8.7324,9.1,0,0,2
6271,21/08/01,8199,217821,21.7034,20.19,0,1,6
6272,24/04/07,8107,216489,161.614,164.86,0,0,0
6273,26/01/04,8134,217091,36.4319,38.69,1,0,3
6274,25/09/14,8165,216361,151.4727,156.1,0,1,0
6275,23/12/31,8172,217835,15.5838,14.02,0,0,5
6276,22/07/17,8149,217631,26.324,24.64,0,0,2
6277,24/09/15,8171,216571,156.8183,145.71,0,0,0
6278,18/02/04,8080,216994,10.1755,9.77,0,0,3
6279,22/10/23,8079,216768,217.9011,194.99,0,0,0
6280,19/03/10,8102,217042,16.3348,17.78,0,0,3
6281,21/01/03,8034,216544,268.3626,268.27,0,0,0
6282,17/10/08,8101,216978,166.0796,148.18,0,0,0
6283,20/04/19,8187,216931,32.7913,32.29,0,0,0
6284,21/06/20,8130,216090,102.7896,104.42,0,0,1
6285,24/09/15,8117,216972,54.2643,48.56,0,0,0
6286,17/09/24,8194,216237,184.9878,164.5,0,0,0
6287,19/04/07,8199,216461,41.3675,41.71,0,0,1
6288,23/05/28,8094,217047,284.65,285.61,0,0,1
6289,23/06/04,8054,217250,8.7865,8.64,0,0,3
6290,18/05/27,8008,216850,86.3019,79.77,0,0,0
6291,20/08/23,8068,217404,14.377,13.67,0,0,1
6292,23/03/12,8027,216920,11.4374,10.94,0,0,4
6293,19/10/20,8142,216906,28.4069,26.6,0,0,1
6294,22/06/05,8112,216776,22.624,22.51,0,0,2
6295,21/01/24,8030,217029,6.0843,6.04,0,0,12
6296,24/07/14,8058,216569,29.2202,28.81,0,0,0
6297,23/06/25,8081,216611,258.343,246.39,0,0,0
6298,17/05/28,8053,216633,36.9246,33.82,0,0,4
6299,18/12/30,8195,217380,18.5439,17.2,0,0,4
6300,25/11/30,8174,217180,259.6936,243.54,0,0,0
6301,25/10/12,8041,217224,39.1191,39.65,0,0,1
6302,25/04/06,8022,217248,16.7256,16.2,0,0,6
6303,21/03/21,8108,216982,119.208,123.38,0,1,1
6304,24/03/31,8085,216462,12.2362,12.49,0,0,3
6305,21/03/28,8064,217802,14.3667,13.79,0,0,5
6306,21/12/05,8088,216662,19.7926,18.87,0,0,1
6307,24/01/07,8053,217945,26.896,25.17,0,0,1
6308,23/09/03,8117,217280,57.6026,54.38,0,0,0
6309,21/04/18,8104,216989,43.7168,41.23,0,0,1
6310,21/07/04,8010,217616,103.785,105.06,1,0,1
6311,20/06/28,8062,216430,80.4902,94.23,1,0,1
6312,25/06/29,8021,216877,6.2413,6.03,0,0,2
6313,17/02/05,8181,216424,9.2272,8.65,0,0,12
6314,21/07/04,8116,217430,12.3904,12.07,0,0,3
6315,19/06/02,8163,217635,48.7903,57.77,1,0,5
6316,18/12/23,8057,216104,223.3083,195.38,0,0,0
6317,26/03/08,8019,216251,20.2811,18.91,0,0,6
6318,19/12/15,8143,216644,250.7435,258.61,0,0,0
6319,21/11/28,8183,217122,8.3324,10.15,1,0,7
6320,21/06/27,8092,216177,201.823,220.44,0,0,0
6321,26/07/26,8049,217288,143.8865,132.82,0,0,2
6322,22/07/10,8089,217155,24.3027,24.59,0,0,2
6323,26/10/04,8103,217222,12.2428,11.64,0,0,4
6324,22/09/11,8193,217728,25.1946,24.82,0,0,1
6325,19/08/11,8126,216719,12.868,12.0,0,0,2
6326,24/03/10,8112,217080,48.1303,49.75,0,0,1
6327,18/08/26,8073,216891,52.9532,52.61,0,0,1
6328,25/01/05,8012,216408,128.0492,116.13,0,0,1
6329,20/10/18,8014,216953,43.3567,43.41,0,1,5
6330,25/11/09,8072,216261,17.8383,20.54,1,0,4
6331,25/05/11,8026,216741,220.1667,208.9,0,0,0
6332,22/12/04,8135,216653,7.4985,6.88,0,0,7
6333,22/05/15,8197,216574,150.8092,137.12,0,0,1
6334,23/03/05,8177,216117,25.2565,26.75,0,0,1
6335,19/11/24,8087,217508,10.0823,10.5,0,0,2
6336,22/10/09,8194,216970,8.3428,8.18,0,0,6
6337,22/04/24,8153,217344,13.3224,12.35,0,0,6
6338,17/02/19,8035,216307,7.713,8.24,0,0,1
6339,21/06/27,8148,216489,32.6696,32.74,0,0,0
6340,22/10/09,8051,217344,22.5966,20.93,0,0,4
6341,17/09/17,8138,216756,21.0037,21.53,0,0,0
6342,19/08/04,8007,217916,10.9796,9.5,0,0,2
6343,25/01/19,8056,217379,80.7446,74.49,0,0,0
6344,21/03/07,8109,216647,61.5955,60.22,1,0,4
6345,23/08/27,8173,216607,285.4293,279.01,0,0,0
6346,18/07/01,8129,216736,11.0062,9.93,0,0,3
6347,22/03/20,8063,217543,155.6237,152.05,1,0,1
6348,20/01/26,8179,217549,5.0716,5.74,1,0,33
6349,22/11/20,8192,216023,7.594,6.75,0,0,9
6350,24/02/25,8010,217215,73.1896,71.01,0,0,4
6351,17/02/26,8133,216752,26.0211,26.41,0,0,3
6352,25/06/29,8095,217000,13.2652,12.85,0,0,1
6353,19/02/24,8075,216348,5.2428,5.06,0,0,15
6354,20/11/29,8063,216024,75.9566,75.53,0,0,0
6355,24/09/29,8100,217413,30.4758,30.4,0,0,1
6356,20/10/04,8092,217664,10.3787,10.06,0,0,6
6357,19/03/10,8182,217014,293.3338,267.75,0,0,1
6358,19/04/21,8043,216598,22.0083,21.03,0,0,1
6359,18/03/25,8141,217768,16.3051,17.29,0,0,2
6360,22/04/10,8082,216800,42.4774,40.4,0,0,4
6361,21/07/25,8132,216909,16.3982,15.56,0,0,2
6362,22/10/09,8098,216958,14.4805,15.28,0,0,4
6363,24/06/30,8024,217591,255.1593,261.32,0,0,0
6364,24/01/21,8177,217213,15.4682,14.57,0,0,4
6365,21/06/13,8101,217051,62.5702,59.65,0,0,0
6366,20/09/20,8072,216540,5.3442,5.83,0,0,3
6367,17/03/19,8121,216490,10.2202,9.41,0,0,8
6368,20/05/17,8070,216487,5.9484,5.47,0,0,19
6369,21/02/21,8116,216790,45.6524,44.6,0,0,2
6370,17/03/12,8081,216171,37.4481,37.42,0,0,1
6371,25/07/13,8129,216037,21.3639,19.38,0,0,1
6372,20/02/16,8115,217968,85.2365,87.94,0,0,1
6373,17/12/31,8009,216298,68.3403,64.82,0,0,0
6374,21/02/28,8129,217289,44.201,58.41,1,0,3
6375,23/11/19,8059,217050,18.1774,19.81,1,0,3
6376,24/05/12,8044,216647,18.2044,19.08,0,0,1
6377,18/01/21,8135,216747,192.6241,178.69,0,0,0
6378,19/03/31,8185,217780,44.9161,46.37,0,0,2
6379,21/10/31,8118,217475,15.6907,15.24,0,0,2
6380,20/06/07,8006,217492,50.5411,46.23,0,0,1
6381,24/12/08,8071,217108,16.2591,14.9,0,0,1
6382,21/06/27,8020,216925,11.1012,10.68,0,0,5
6383,18/07/08,8096,216012,16.6288,15.88,0,0,3
6384,17/05/28,8046,217593,67.6112,65.65,0,0,1
6385,26/02/15,8000,216258,44.9094,41.32,0,0,2
6386,25/06/01,8139,216979,10.7295,9.81,0,0,6
6387,18/10/07,8175,217123,226.9028,205.77,0,0,0
6388,20/08/30,8127,216615,37.1809,38.46,0,0,0
6389,18/12/16,8093,217284,125.2349,128.92,0,0,0
6390,24/07/28,8131,216277,19.8918,19.36,0,0,2
6391,17/02/12,8033,216953,262.5547,252.15,0,0,0
6392,21/05/30,8086,217089,105.1911,108.72,0,0,1
6393,21/08/01,8031,217624,36.4308,32.15,0,0,1
6394,18/09/16,8002,216807,212.7454,201.09,0,0,0
6395,21/06/06,8067,217623,94.3176,94.35,0,0,0
6396,25/09/28,8056,217401,28.7519,29.14,0,0,0
6397,21/06/13,8113,217540,261.6146,269.86,0,0,0
6398,23/10/08,8151,216655,16.0975,16.98,0,0,0
6399,23/05/14,8032,217140,13.4052,14.3,0,1,8
6400,25/05/25,8130,216782,202.3965,194.9,0,0,0
6401,24/03/03,8131,216498,87.9408,90.53,0,0,0
6402,22/07/31,8029,216204,22.3865,20.57,0,0,2
6403,23/08/06,8069,216586,13.0805,12.92,0,0,4
6404,25/03/09,8048,217103,10.1887,10.36,0,0,4
6405,19/06/23,8029,217041,17.53,18.05,0,1,8
6406,19/09/08,8199,217752,7.8062,8.36,1,0,10
6407,24/12/08,8081,217966,8.5911,9.07,0,0,6
6408,18/10/07,8143,216613,125.7258,120.21,0,0,0
6409,22/06/05,8180,216999,6.5862,6.49,0,0,5
6410,21/04/04,8133,216643,32.8192,30.21,0,0,5
6411,25/11/09,8023,216820,25.7145,26.25,0,0,1
6412,22/04/10,8114,216057,266.7322,254.88,0,0,0
6413,19/09/01,8091,217135,37.0694,33.63,0,0,0
6414,23/10/29,8155,216596,10.0155,9.66,0,0,4
6415,17/06/04,8020,217866,7.0724,7.18,0,0,8
6416,22/02/27,8007,217849,93.8903,100.31,0,0,1
6417,23/05/14,8035,217651,8.4181,9.16,0,0,2
6418,18/08/12,8123,216314,230.2076,232.73,1,0,0
6419,17/07/30,8008,216161,38.0577,49.36,1,0,0
6420,21/08/01,8039,217821,27.4261,25.9,0,0,0
6421,23/12/10,8178,217973,88.4169,82.38,0,0,1
6422,24/06/09,8128,216323,11.3786,11.29,0,0,6
6423,22/09/18,8190,216717,23.1685,23.92,0,1,2
6424,24/02/04,8116,217354,5.5289,5.73,0,0,8
6425,18/11/18,8067,216579,201.7015,181.81,0,0,0
6426,17/11/19,8153,217945,28.7821,28.52,0,0,1
6427,25/01/26,8167,216898,117.9307,111.76,0,0,0
6428,26/03/08,8002,216759,231.4885,213.44,0,0,0
6429,18/03/04,8107,216501,75.7917,72.4,0,0,0
6430,19/01/27,8121,216056,23.0628,23.29,0,0,1
6431,19/04/07,8008,217188,64.5702,63.18,0,0,4
6432,24/04/21,8159,217189,22.4534,21.86,0,0,2
6433,24/06/30,8194,216296,50.7644,51.02,0,0,0
6434,17/12/24,8003,217027,30.4269,29.34,0,0,2
6435,22/07/10,8005,216409,9.6009,9.24,0,0,6
6436,23/06/11,8072,216806,140.4988,121.93,0,0,0
6437,20/11/22,8025,217900,42.7856,38.17,0,0,1
6438,21/07/18,8129,217129,10.4793,10.89,1,0,8
6439,24/04/21,8193,216619,196.9263,192.65,0,0,0
6440,19/08/04,8113,217705,161.3898,164.48,0,1,1
6441,24/10/13,8084,216778,45.4857,49.28,0,0,0
6442,26/09/20,8085,216778,278.9069,265.67,0,0,0
6443,23/12/03,8130,216565,210.7328,222.65,0,0,0
6444,24/04/14,8034,216997,197.5762,196.78,0,0,0
6445,21/11/07,8113,216165,8.6567,8.63,0,1,4
6446,26/02/15,8058,217277,16.6775,16.71,1,0,4
6447,19/03/03,8037,216787,28.2064,26.81,0,0,2
6448,17/05/14,8032,216665,172.2779,150.74,0,0,0
6449,19/10/06,8120,216127,184.7236,177.08,0,0,0
6450,20/12/20,8142,217509,103.0355,108.45,1,0,1
6451,24/03/10,8099,216075,35.8978,34.59,0,0,3
6452,26/08/23,8141,216886,10.2199,9.7,0,0,5
6453,20/03/01,8193,217244,6.0869,5.78,0,0,4
6454,20/06/14,8044,216781,94.4621,87.59,0,0,0
6455,25/06/29,8047,216433,300.8112,292.9,0,0,0
6456,23/05/07,8171,216634,20.2655,20.57,0,0,3
6457,26/08/16,8117,217560,48.1033,51.32,0,0,1
6458,18/07/01,8164,217462,154.0573,138.14,0,0,2
6459,24/07/28,8028,217458,11.7607,10.73,0,0,2
6460,18/12/16,8083,217641,174.6161,149.3,0,0,0
6461,24/09/08,8161,217641,66.7519,64.7,0,0,1
6462,21/04/11,8186,216614,49.3263,51.55,0,1,3
6463,26/11/29,8112,216985,120.3024,113.35,0,0,2
6464,21/07/04,8116,217801,12.3561,13.41,0,1,7
6465,25/03/02,8042,216525,61.1683,61.96,0,0,1
6466,19/03/17,8160,217156,14.4107,13.38,0,0,2
6467,20/02/09,8018,216440,9.8891,10.43,0,0,6
6468,21/04/25,8007,217557,74.7419,64.18,0,0,1
6469,21/05/23,8158,216586,10.5756,15.06,1,1,12
6470,20/06/21,8010,217820,98.8633,93.16,0,0,2
6471,21/10/03,8007,216390,37.27,41.1,0,0,2
6472,23/01/29,8152,216243,92.3242,86.04,0,0,1
6473,21/01/03,8112,216767,188.7935,192.49,0,0,0
6474,24/06/30,8147,217169,9.0474,8.81,0,0,2
6475,18/10/28,8037,216414,6.7371,6.57,0,0,9
6476,18/08/19,8134,216426,25.9163,25.71,0,0,2
6477,24/12/08,8116,217235,97.2981,94.06,0,0,1
6478,24/07/14,8166,216248,203.9342,188.23,0,0,0
6479,26/08/02,8073,217058,5.8107,5.77,0,0,7
6480,19/07/14,8071,216838,136.9179,128.52,0,0,2
6481,23/01/01,8105,216252,7.8385,6.81,0,0,5
6482,21/03/21,8117,216861,53.745,53.87,0,0,0
6483,25/05/18,8019,217795,21.8147,20.46,0,0,0
6484,17/11/12,8010,216818,5.5423,5.37,0,0,5
6485,20/08/30,8143,216861,8.0532,7.44,0,0,7
6486,26/12/13,8041,217309,21.2143,21.28,0,0,3
6487,24/03/31,8089,217885,257.8994,248.25,0,0,0
6488,23/05/21,8051,217716,8.7738,9.43,1,0,18
6489,17/09/24,8164,216209,14.3961,15.23,0,0,1
6490,22/08/07,8051,216109,267.3306,292.88,0,0,0
6491,20/02/02,8136,216329,34.5248,35.78,0,0,1
6492,23/04/30,8162,216141,13.9341,14.63,0,1,5
6493,18/12/23,8194,216675,61.8186,62.26,0,0,0
6494,20/01/26,8094,216086,32.8518,29.81,0,0,0
6495,18/01/07,8134,216139,172.189,167.95,0,0,1
6496,17/08/20,8001,217355,4.7534,5.17,0,0,2
6497,21/08/15,8024,216673,284.5785,296.07,0,1,0
6498,19/02/24,8075,216025,7.1995,6.56,0,0,8
6499,23/01/29,8093,216645,46.3887,45.09,0,0,0
6500,17/06/04,8093,217892,101.6766,86.91,0,0,1
6501,19/03/31,8040,217650,45.3387,47.5,1,0,5
6502,21/01/17,8179,217716,18.2871,17.13,0,0,0
6503,24/12/29,8086,216910,169.8902,165.98,0,0,0
6504,19/02/24,8080,216361,31.9014,29.13,0,0,1
6505,17/10/29,8192,217894,16.5362,17.13,0,0,2
6506,19/06/09,8123,217682,110.477,116.19,0,1,0
6507,20/01/05,8076,216359,9.9272,9.08,0,0,4
6508,24/07/14,8037,217966,12.5815,11.57,0,0,3
6509,26/10/18,8194,217238,14.5627,14.07,0,0,2
6510,17/11/05,8041,216995,31.2907,29.67,0,0,0
6511,19/01/20,8198,216076,5.7551,5.43,0,0,12
6512,21/03/07,8181,216094,298.6373,290.07,0,0,0
6513,25/06/22,8194,216956,62.7311,58.36,0,0,3
6514,23/01/08,8077,216996,259.0799,266.11,0,0,1
6515,20/05/17,8063,216217,152.2905,136.38,0,0,0
6516,21/05/09,8131,217898,8.7508,8.67,0,0,6
6517,22/02/06,8158,216367,12.9675,11.77,0,0,4
6518,24/03/31,8124,216051,5.6948,5.76,0,0,12
6519,26/05/10,8140,217297,126.6747,151.91,1,0,2
6520,22/07/17,8026,217467,61.4051,56.78,0,0,3
6521,23/10/29,8058,216686,12.1342,12.06,0,0,1
6522,20/11/22,8064,216824,259.3008,265.42,0,0,0
6523,21/01/24,8191,216032,107.7326,102.09,0,0,0
6524,23/03/05,8024,216871,91.4336,89.84,0,0,0
6525,20/06/14,8036,217439,13.3587,14.92,1,0,11
6526,26/07/19,8123,216643,19.117,18.04,0,0,3
6527,23/02/12,8070,216424,86.8364,77.04,0,0,1
6528,18/07/29,8141,216786,63.9028,56.81,0,0,0
6529,22/10/16,8093,217030,70.0847,70.78,0,0,0
6530,22/01/02,8151,216494,189.2003,182.66,0,0,0
6531,20/10/25,8066,216738,9.7538,9.64,1,0,11
6532,21/08/01,8175,216766,7.4507,8.05,0,0,5
6533,22/08/21,8102,217817,52.715,50.46,0,0,0
6534,26/10/18,8090,217771,40.1765,38.75,0,0,2
6535,24/07/28,8192,217878,24.6148,26.02,0,0,1
6536,19/08/18,8165,217377,205.0793,203.09,0,0,0
6537,19/06/16,8089,217970,52.5195,49.19,0,0,0
6538,17/12/03,8069,216695,54.1363,51.01,0,0,0
6539,22/08/07,8058,216198,23.9308,22.41,0,0,2
6540,22/12/11,8011,216714,21.1678,20.45,0,0,3
6541,21/06/20,8181,216434,281.9134,285.15,0,0,0
6542,20/12/27,8050,217159,56.8876,64.1,1,0,2
6543,18/10/14,8165,217932,142.7069,146.61,0,1,1
6544,23/04/02,8173,216287,29.3246,31.23,0,0,3
6545,21/04/18,8009,217825,11.7159,10.97,0,0,5
6546,17/03/12,8008,217681,18.8216,18.91,0,0,4
6547,23/04/16,8086,216718,21.4235,20.63,0,0,5
6548,17/03/19,8093,216566,46.2458,50.52,0,0,1
6549,17/08/27,8051,216810,8.352,9.42,1,0,11
6550,25/07/20,8178,216407,22.9973,24.39,0,0,4
6551,25/08/24,8021,216916,8.456,7.55,0,0,0
6552,21/03/14,8072,217937,37.0988,38.18,0,1,0
6553,25/06/08,8082,216909,248.1973,241.9,0,0,0
6554,21/05/16,8071,217785,21.4521,20.03,0,0,4
6555,23/07/30,8117,217972,6.056,6.13,0,0,4
6556,18/07/08,8067,217810,60.8164,60.46,0,0,2
6557,23/10/01,8004,216716,75.1582,67.24,0,0,1
6558,24/07/28,8082,216824,40.7824,35.62,0,0,3
6559,22/07/17,8120,217727,27.3543,25.39,0,0,0
6560,25/09/14,8156,217359,188.2697,193.31,0,0,1
6561,19/06/09,8005,217025,239.8787,233.16,0,1,0
6562,23/11/12,8068,216184,88.8359,78.7,0,0,0
6563,22/12/25,8057,216673,42.5632,38.92,0,0,1
6564,18/06/03,8042,217584,5.871,6.59,0,0,12
6565,20/09/27,8196,216601,18.3907,17.15,0,0,1
6566,17/07/16,8071,217461,16.7664,16.07,0,0,5
6567,17/04/16,8090,216762,6.3715,6.35,0,0,13
6568,25/02/02,8036,216021,157.8479,157.98,0,0,0
6569,24/09/29,8057,216211,199.5954,174.07,0,0,0
6570,18/06/17,8126,216476,219.0689,209.56,0,0,0
6571,21/05/16,8036,216465,116.3918,104.24,0,0,1
6572,22/09/04,8153,216988,94.9108,91.7,0,0,0
6573,26/10/04,8169,217257,36.0036,35.37,0,0,1
6574,23/03/26,8015,216171,151.3717,167.32,1,0,0
6575,23/12/10,8149,217626,43.5165,40.37,0,0,3
6576,23/11/12,8109,216674,5.8093,5.65,0,0,9
6577,23/03/12,8150,216796,55.0897,54.83,0,0,1
6578,23/03/26,8174,217541,18.0739,24.73,1,0,5
6579,20/02/23,8194,216243,42.6004,42.26,0,0,2
6580,25/09/14,8130,216420,27.2077,30.38,0,0,0
6581,19/12/01,8011,216378,36.6386,38.23,1,0,4
6582,19/06/02,8022,217496,7.5949,7.8,0,1,10
6583,20/09/06,8110,216340,5.4594,5.31,0,0,8
6584,17/03/05,8138,216953,20.3901,20.13,0,0,7
6585,18/09/30,8051,217983,14.9972,14.18,1,0,11
6586,19/08/25,8177,216670,15.8423,13.92,0,0,0
6587,26/03/15,8184,216122,248.2802,231.88,0,0,0
6588,25/08/03,8191,216871,153.6725,142.97,0,0,0
6589,23/05/14,8126,216433,5.5129,5.28,0,0,11
6590,23/07/02,8173,217999,5.1882,5.18,0,0,6
6591,17/12/24,8028,216187,113.9559,120.34,1,0,1
6592,25/11/30,8120,217037,248.8635,281.97,1,0,0
6593,26/02/01,8197,216069,35.7189,33.59,0,1,5
6594,24/09/01,8173,216650,25.1083,29.45,1,0,3
6595,25/05/25,8143,217434,15.7551,15.47,0,1,7
6596,26/09/27,8178,217893,79.7583,76.62,0,0,0
6597,19/12/01,8100,216836,36.5268,34.49,0,0,2
6598,26/11/01,8010,216590,10.3188,9.93,0,0,5
6599,26/08/16,8138,217829,32.9723,35.89,1,0,1
6600,17/02/05,8190,216317,24.396,23.35,0,0,2
6601,26/07/26,8180,216436,211.4806,191.06,0,0,1
6602,19/03/31,8088,217615,110.4203,117.75,0,0,2
6603,26/04/12,8057,217169,91.4653,88.29,0,0,1
6604,25/12/14,8018,217908,18.7412,19.09,0,0,0
6605,20/01/26,8159,217760,8.7076,8.86,0,0,6
6606,22/02/27,8049,216226,187.0819,172.39,0,0,0
6607,18/01/21,8121,217405,19.7489,20.34,0,1,8
6608,21/05/09,8071,216179,59.5225,56.67,0,0,1
6609,19/11/03,8054,216535,53.2179,56.18,0,0,0
6610,17/11/12,8168,217122,215.6106,223.45,0,0,1
6611,19/09/29,8098,217414,10.5599,10.1,0,0,5
6612,23/07/02,8069,216269,124.6365,117.78,0,0,0
6613,24/11/24,8148,216945,34.5037,33.23,0,0,0
6614,26/12/13,8116,217117,11.369,10.23,0,0,2
6615,23/07/30,8025,217815,171.8347,153.06,0,0,0
6616,24/05/26,8128,217486,149.2002,143.65,0,1,1
6617,26/01/18,8154,217804,6.2669,5.89,0,0,16
6618,22/04/03,8177,216658,96.3897,91.3,0,0,1
6619,23/10/01,8113,216284,9.8008,9.37,0,0,6
6620,18/04/01,8193,217045,59.552,60.85,0,0,3
6621,18/07/01,8064,216001,60.9366,69.78,0,1,1
6622,20/11/08,8009,216102,72.7607,76.19,0,1,1
6623,19/02/24,8094,217996,8.2485,8.18,1,0,20
6624,18/09/23,8120,217059,59.7336,57.93,0,0,1
6625,19/09/08,8125,217829,8.3995,7.53,0,0,8
6626,22/07/10,8036,216273,88.5623,105.85,1,0,2
6627,24/11/10,8068,217074,5.9927,6.49,0,0,4
6628,24/03/17,8040,217166,115.9159,111.29,0,0,2
6629,24/05/05,8173,216895,185.9753,186.19,0,0,0
6630,19/11/24,8044,217506,19.4771,16.98,0,0,4
6631,23/02/05,8122,217971,137.3382,121.03,0,0,0
6632,24/01/21,8125,216016,28.287,27.63,0,0,1
6633,25/11/02,8026,217903,148.721,131.05,0,0,0
6634,17/03/19,8192,217612,85.1603,83.03,0,0,0
